,n_trees,n_interval,min_length,interval_type,time,accuracy,f1,recall
268,200,10,0.5,p,5.924763917922974,0.8260869565217391,0.8260869565217391,0.8260869565217391
269,200,10,0.7,p,6.088642120361328,0.8260869565217391,0.8260869565217391,0.8260869565217391
270,200,20,0.05,p,10.700590133666992,0.8260869565217391,0.8260869565217391,0.8260869565217391
271,200,20,0.1,p,10.737168312072754,0.8347826086956521,0.8347826086956521,0.8347826086956521
272,200,20,0.2,p,10.988732814788818,0.8173913043478261,0.817391304347826,0.8173913043478261
273,200,20,0.3,p,11.091733694076538,0.8347826086956521,0.8347826086956521,0.8347826086956521
274,200,20,0.5,p,11.46023678779602,0.8260869565217391,0.8260869565217391,0.8260869565217391
275,200,20,0.7,p,11.586175441741943,0.8173913043478261,0.817391304347826,0.8173913043478261
276,200,50,0.05,p,25.413363218307495,0.8434782608695652,0.8434782608695653,0.8434782608695652
277,200,50,0.1,p,24.973166704177856,0.8434782608695652,0.8434782608695653,0.8434782608695652
278,200,50,0.2,p,26.041518926620483,0.8434782608695652,0.8434782608695653,0.8434782608695652
279,200,50,0.3,p,26.571983098983765,0.8521739130434782,0.8521739130434782,0.8521739130434782
280,200,50,0.5,p,27.698127269744873,0.8173913043478261,0.817391304347826,0.8173913043478261
281,200,50,0.7,p,28.508699655532837,0.8173913043478261,0.817391304347826,0.8173913043478261
282,200,100,0.05,p,48.84202980995178,0.8347826086956521,0.8347826086956521,0.8347826086956521
283,200,100,0.1,p,49.25439691543579,0.8347826086956521,0.8347826086956521,0.8347826086956521
284,200,100,0.2,p,51.39578413963318,0.8434782608695652,0.8434782608695653,0.8434782608695652
285,200,100,0.3,p,51.88600993156433,0.8347826086956521,0.8347826086956521,0.8347826086956521
286,200,100,0.5,p,54.52676463127136,0.808695652173913,0.808695652173913,0.808695652173913
287,200,100,0.7,p,56.71698212623596,0.8260869565217391,0.8260869565217391,0.8260869565217391
288,200,200,0.05,p,98.45707893371582,0.8347826086956521,0.8347826086956521,0.8347826086956521
289,200,200,0.1,p,98.29179906845093,0.8434782608695652,0.8434782608695653,0.8434782608695652
290,200,200,0.2,p,101.94160747528076,0.8521739130434782,0.8521739130434782,0.8521739130434782
291,200,200,0.3,p,103.50554323196411,0.8521739130434782,0.8521739130434782,0.8521739130434782
292,200,200,0.5,p,108.50713729858398,0.808695652173913,0.808695652173913,0.808695652173913
293,200,200,0.7,p,111.90030884742737,0.8260869565217391,0.8260869565217391,0.8260869565217391
294,500,3,0.05,p,2.22210693359375,0.808695652173913,0.808695652173913,0.808695652173913
295,500,3,0.1,p,2.2562148571014404,0.8260869565217391,0.8260869565217391,0.8260869565217391
296,500,3,0.2,p,2.254279851913452,0.8260869565217391,0.8260869565217391,0.8260869565217391
297,500,3,0.3,p,2.2923319339752197,0.808695652173913,0.808695652173913,0.808695652173913
